Female,Sophomore,Grants and loans,No,Heterosexual,Asian,"Humanities/arts, Social sciences (not incl. BEO or econ)",No,No,International,No opinion,Somewhat informed,"Passion for subject, Chances of employment after graduation, Influence of peers",Strongly agree,Somewhat agree,Once a year,Once or twice a month,Somewhat agree,No opinion,Somewhat agree,"Preparation books, Free resources offered by community or school","Mutual friends, Housing arrangements",,,,,,
Female,Senior,None,No,Bisexual,White,Humanities/arts,No,No,Domestic,Somewhat approve,Very informed,Passion for subject,Strongly disagree,Strongly agree,Never,Once or twice a month,Somewhat agree,Somewhat agree,Strongly disagree,"Preparation books, Free resources offered by community or school","Dating apps or websites, Classes, Mutual friends, Housing arrangements, Parties and other social gatherings, Extracurricular activities",,,,,,
Male,First-year,None,No,Gay,White,"Physical sciences (incl. math, CS)",No,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Chances of employment after graduation, Influence of peers",Somewhat disagree,Somewhat agree,Once a year,Once or twice a semester,Somewhat agree,Somewhat agree,Strongly disagree,"Professional testing tutor (paid), Testing classes (paid), Preparation books, Free resources offered by community or school",Parties and other social gatherings,,,,,,
Male,Junior,None,No,Heterosexual,"White, Asian","Physical sciences (incl. math, CS)",No,No,Domestic,Somewhat disapprove,Somewhat uninformed,Passion for subject,,Somewhat agree,Never,Once or twice a semester,Somewhat agree,No opinion,No opinion,"Professional testing tutor (paid), Preparation books",Extracurricular activities,,,,,,
Male,Sophomore,Grants and loans,No,Heterosexual,"White, Hispanic",Social sciences (not incl. BEO or econ),No,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Chances of employment after graduation",Somewhat agree,Strongly agree,Once a year,Once or twice a semester,No opinion,Strongly disagree,Somewhat agree,"Preparation books, Free resources offered by community or school",Parties and other social gatherings,,,,,,
Female,Junior,None,No,Heterosexual,White,"Humanities/arts, Physical sciences (incl. math, CS)",Yes,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Influence of faculty members",No opinion,Somewhat agree,Once or twice a semester,Once or twice a month,Strongly agree,Somewhat disagree,Strongly disagree,"Preparation books, Free resources offered by community or school","Dating apps or websites, Parties and other social gatherings, Extracurricular activities, Other",,,,,,
Female,Senior,Grants and loans,No,Bisexual,Black,Humanities/arts,No,No,Domestic,Somewhat disapprove,Very informed,"Passion for subject, Chances of employment after graduation",Somewhat agree,Strongly agree,Once or twice a semester,Once or twice a semester,No opinion,Somewhat disagree,No opinion,Free resources offered by community or school,"Mutual friends, Housing arrangements, Parties and other social gatherings",,,,,,
Female,Senior,None,No,Heterosexual,Hispanic,Social sciences (not incl. BEO or econ),No,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Chances of employment after graduation, Influence of peers, Influence of family",Strongly agree,Strongly agree,Once or twice a semester,Once or twice a month,Strongly agree,Somewhat disagree,Strongly disagree,"Student testing tutor (paid), Testing classes (paid), Preparation books, Free resources offered by community or school","Classes, Mutual friends, Parties and other social gatherings",,,,,,
Male,Senior,Grants and loans,No,Heterosexual,Asian,"Life sciences, Social sciences (not incl. BEO or econ)",No,No,Domestic,No opinion,Somewhat informed,"Passion for subject, Influence of peers, Influence of family",Somewhat agree,Somewhat agree,Once a year,Once or twice a semester,Somewhat agree,No opinion,No opinion,"Professional testing tutor (paid), Preparation books","Dating apps or websites, Mutual friends, Parties and other social gatherings, Extracurricular activities",,,,,,
Male,Junior,None,No,Heterosexual,Asian,"Physical sciences (incl. math, CS)",No,No,International,No opinion,Somewhat uninformed,Passion for subject,Strongly disagree,No opinion,Never,Never,Somewhat agree,Strongly agree,No opinion,No resources,I have not hooked up with anyone at Brown,,,,,,
Female,First-year,Just loans,No,Heterosexual,Asian,Humanities/arts,No,No,Domestic,Somewhat approve,Very informed,"Passion for subject, Influence of peers, Influence of family",Somewhat agree,Strongly agree,Never,More than once a week,Strongly agree,Somewhat agree,Somewhat disagree,Preparation books,I have not hooked up with anyone at Brown,,,,,,
Male,Sophomore,None,No,Heterosexual,White,"Physical sciences (incl. math, CS), Business (BEO or econ)",No,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Chances of employment after graduation, Influence of family",No opinion,Somewhat agree,Once a year,Once or twice a semester,Strongly agree,Strongly agree,Strongly disagree,"Preparation books, Free resources offered by community or school",Mutual friends,,,,,,
Male,Sophomore,None,No,Heterosexual,Asian,Humanities/arts,No,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Influence of family",Strongly agree,Strongly agree,Never,Once or twice a month,Somewhat agree,Somewhat agree,No opinion,"Testing classes (paid), Preparation books",I have not hooked up with anyone at Brown,,,,,,
Female,First-year,None,No,Heterosexual,White,Life sciences,No,No,Domestic,Somewhat approve,Somewhat informed,Passion for subject,Somewhat agree,Strongly agree,Once a week,Once or twice a month,Somewhat agree,Somewhat agree,Strongly agree,"Professional testing tutor (paid), Preparation books, Free resources offered by community or school","Classes, Mutual friends, Parties and other social gatherings, Extracurricular activities",,,,,,
Male,Sophomore,None,No,Heterosexual,White,"Physical sciences (incl. math, CS)",No,No,International,Somewhat approve,Very informed,Passion for subject,Somewhat agree,Somewhat agree,Once or twice a semester,Once or twice a semester,Strongly agree,Strongly agree,Strongly disagree,"Preparation books, Free resources offered by community or school","Mutual friends, Housing arrangements",,,,,,
Female,Junior,Grants and loans,No,Heterosexual,White,"Physical sciences (incl. math, CS)",No,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Influence of faculty members",Strongly agree,No opinion,Once or twice a month,Once or twice a semester,Strongly agree,Somewhat agree,No opinion,Professional testing tutor (paid),"Classes, Mutual friends",,,,,,
Male,Senior,None,No,Heterosexual,White,Humanities/arts,No,No,Domestic,Somewhat disapprove,Very informed,"Passion for subject, Influence of faculty members, Influence of peers",No opinion,Strongly agree,Never,Once or twice a month,Somewhat disagree,Strongly disagree,Somewhat agree,No resources,"Classes, Mutual friends, Housing arrangements, Parties and other social gatherings, Extracurricular activities",,,,,,
Female,Senior,None,No,Heterosexual,White,Life sciences,No,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Chances of employment after graduation",Somewhat agree,Somewhat agree,Once a year,Once or twice a semester,Somewhat agree,Somewhat agree,Strongly disagree,"Professional testing tutor (paid), Preparation books, Free resources offered by community or school","Dating apps or websites, Classes, Mutual friends, Housing arrangements, Parties and other social gatherings, Extracurricular activities",,,,,,
Female,Junior,Grants and loans,Yes,Heterosexual,White,"Physical sciences (incl. math, CS)",No,No,Domestic,Strongly approve,Somewhat informed,"Passion for subject, Chances of employment after graduation, Influence of faculty members, Influence of peers, Influence of family",No opinion,Somewhat agree,Once or twice a semester,Once or twice a semester,Strongly agree,Strongly agree,Somewhat agree,"Preparation books, Free resources offered by community or school",I have not hooked up with anyone at Brown,,,,,,
Male,Junior,"Grants, covering some costs",No,Heterosexual,"White, Black",Life sciences,No,No,International,Somewhat approve,Very informed,"Passion for subject, Influence of faculty members",Strongly agree,Strongly agree,Once or twice a semester,Once or twice a semester,Strongly agree,Strongly agree,Somewhat disagree,Preparation books,"Classes, Mutual friends, Parties and other social gatherings, Extracurricular activities, Other",,,,,,
Male,Sophomore,None,No,Heterosexual,"White, Other","Physical sciences (incl. math, CS)",No,Yes,International,Somewhat disapprove,Somewhat informed,Passion for subject,Strongly disagree,Strongly disagree,Once or twice a semester,Once a year,Strongly agree,Strongly agree,Strongly disagree,Preparation books,Mutual friends,,,,,,
Female,Sophomore,None,No,Heterosexual,White,Humanities/arts,No,No,International,Somewhat approve,Somewhat informed,"Passion for subject, Influence of faculty members",Strongly agree,Strongly agree,Once a year,Once or twice a semester,Strongly agree,No opinion,No opinion,"Preparation books, Free resources offered by community or school",I have not hooked up with anyone at Brown,,,,,,
Female,Junior,None,No,Heterosexual,White,"Humanities/arts, Social sciences (not incl. BEO or econ)",No,No,Domestic,Somewhat approve,Very informed,"Passion for subject, Chances of employment after graduation",Somewhat agree,Strongly agree,Never,Once a week,Strongly agree,Somewhat agree,Strongly agree,"Professional testing tutor (paid), Student testing tutor (paid), Testing classes (paid), Preparation books, Free resources offered by community or school","Dating apps or websites, Classes, Mutual friends, Parties and other social gatherings, Extracurricular activities, Other",,,,,,
Male,Sophomore,None,No,Heterosexual,Hispanic,"Physical sciences (incl. math, CS)",No,No,International,Somewhat disapprove,Somewhat informed,Chances of employment after graduation,No opinion,Somewhat agree,Once a year,Once or twice a month,Somewhat disagree,Strongly disagree,Somewhat agree,No resources,Mutual friends,,,,,,
Male,First-year,"Grants, covering all costs",No,Heterosexual,"White, Asian, Hispanic",Life sciences,No,Yes,Domestic,Strongly approve,Somewhat informed,"Passion for subject, Chances of employment after graduation",Strongly disagree,Somewhat disagree,Never,Once a year,No opinion,Somewhat agree,No opinion,No resources,Mutual friends,,,,,,
Female,Senior,"Grants, covering some costs",No,Heterosexual,Black,Social sciences (not incl. BEO or econ),No,No,Domestic,Somewhat approve,Very informed,Passion for subject,Strongly agree,Strongly agree,Never,Once a week,Somewhat agree,Somewhat disagree,Strongly disagree,"Testing classes (paid), Preparation books","Housing arrangements, Parties and other social gatherings",,,,,,
Male,Senior,Grants and loans,No,Heterosexual,White,"Physical sciences (incl. math, CS)",No,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Chances of employment after graduation, Influence of faculty members, Influence of peers, Influence of family",No opinion,Somewhat agree,Never,Once or twice a semester,Somewhat agree,Somewhat agree,Strongly disagree,"Testing classes (paid), Preparation books, Free resources offered by community or school","Classes, Mutual friends, Parties and other social gatherings, Extracurricular activities",,,,,,
Female,Sophomore,None,No,Heterosexual,White,"Physical sciences (incl. math, CS)",No,No,Domestic,No opinion,Somewhat informed,"Passion for subject, Chances of employment after graduation, Influence of faculty members, Influence of family",Somewhat agree,Somewhat agree,Once or twice a semester,Once or twice a semester,Somewhat disagree,Strongly disagree,No opinion,"Professional testing tutor (paid), Preparation books, Free resources offered by community or school","Mutual friends, Parties and other social gatherings",,,,,,
Female,Senior,Grants and loans,No,Bisexual,Black,Social sciences (not incl. BEO or econ),No,Yes,Domestic,Somewhat disapprove,Very informed,Passion for subject,Strongly agree,Strongly agree,Never,Never,No opinion,Somewhat disagree,Strongly disagree,"Professional testing tutor (paid), Testing classes (paid)","Classes, Parties and other social gatherings",,,,,,
Female,Senior,None,No,Heterosexual,"White, Hispanic",Business (BEO or econ),No,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Chances of employment after graduation",Somewhat agree,Somewhat agree,Never,Once a year,Somewhat agree,Strongly agree,No opinion,Professional testing tutor (paid),"Classes, Parties and other social gatherings",,,,,,
Female,First-year,"Grants, covering some costs",No,Other,Hispanic,"Physical sciences (incl. math, CS)",No,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Chances of employment after graduation, Influence of family",Somewhat disagree,Strongly agree,Once a week,Once or twice a month,Somewhat agree,Strongly agree,No opinion,"Testing classes (paid), Preparation books, Free resources offered by community or school",I have not hooked up with anyone at Brown,,,,,,
Female,,Just loans,No,Heterosexual,Black,"Life sciences, Social sciences (not incl. BEO or econ)",No,No,Domestic,Somewhat approve,Somewhat uninformed,"Passion for subject, Chances of employment after graduation, Influence of family",Strongly agree,Strongly agree,Never,Once or twice a semester,Somewhat agree,Strongly agree,No opinion,"Preparation books, Free resources offered by community or school",I have not hooked up with anyone at Brown,,,,,,
Male,Junior,None,Yes,Heterosexual,"White, Hispanic","Physical sciences (incl. math, CS)",Yes,No,Domestic,Somewhat approve,Very informed,"Passion for subject, Chances of employment after graduation, Influence of peers",Strongly agree,Somewhat agree,Once or twice a month,Once a week,Somewhat agree,Strongly disagree,Strongly disagree,"Testing classes (paid), Preparation books, Free resources offered by community or school","Mutual friends, Housing arrangements, Extracurricular activities",,,,,,
Female,Sophomore,None,No,Heterosexual,"White, Black",Humanities/arts,No,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Influence of faculty members",Strongly agree,Strongly agree,Never,Once or twice a semester,Somewhat agree,Somewhat agree,Somewhat disagree,Preparation books,"Mutual friends, Housing arrangements, Parties and other social gatherings, Extracurricular activities",,,,,,
Male,First-year,None,No,Heterosexual,Asian,"Physical sciences (incl. math, CS)",No,Yes,International,No opinion,Somewhat informed,"Passion for subject, Chances of employment after graduation, Influence of faculty members, Influence of family",No opinion,Strongly agree,Once or twice a month,Once or twice a semester,Somewhat agree,Strongly agree,No opinion,"Testing classes (paid), Preparation books",I have not hooked up with anyone at Brown,,,,,,
Female,First-year,None,No,Heterosexual,White,Life sciences,No,No,Domestic,No opinion,Somewhat informed,"Passion for subject, Chances of employment after graduation",Strongly agree,Strongly agree,Once or twice a month,Once or twice a semester,Somewhat agree,Somewhat disagree,No opinion,"Professional testing tutor (paid), Preparation books","Classes, Mutual friends, Parties and other social gatherings, Extracurricular activities",,,,,,
Male,Junior,Grants and loans,No,Gay,White,Life sciences,No,No,Domestic,Somewhat approve,Somewhat uninformed,"Passion for subject, Chances of employment after graduation, Influence of faculty members",Strongly agree,Strongly agree,Once or twice a semester,Once or twice a semester,No opinion,Somewhat disagree,Somewhat agree,"Preparation books, Free resources offered by community or school","Dating apps or websites, Parties and other social gatherings",,,,,,
Female,First-year,Grants and loans,No,Heterosexual,Black,Humanities/arts,No,No,Domestic,Somewhat disapprove,Somewhat informed,Influence of faculty members,Strongly agree,Strongly agree,Never,Once or twice a semester,Somewhat agree,Somewhat agree,Somewhat agree,Preparation books,"Dating apps or websites, Mutual friends, Parties and other social gatherings",,,,,,
Female,Senior,"Grants, covering some costs",Yes,Heterosexual,White,"Physical sciences (incl. math, CS)",No,No,Domestic,Somewhat approve,Very informed,Passion for subject,No opinion,Somewhat agree,Once or twice a month,Once or twice a semester,Somewhat agree,Somewhat disagree,Somewhat disagree,No resources,Parties and other social gatherings,,,,,,
Female,Senior,Grants and loans,Yes,Other,Black,Social sciences (not incl. BEO or econ),No,No,Domestic,Somewhat disapprove,Somewhat informed,Passion for subject,Somewhat agree,Strongly agree,Once a week,Once or twice a month,Somewhat agree,Somewhat agree,Strongly disagree,Preparation books,Classes,,,,,,
Male,First-year,Just loans,No,Heterosexual,White,"Physical sciences (incl. math, CS)",No,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Chances of employment after graduation",Strongly disagree,Somewhat disagree,Never,Once or twice a semester,Somewhat agree,Strongly agree,Strongly disagree,"Professional testing tutor (paid), Testing classes (paid), Preparation books","Mutual friends, Parties and other social gatherings, Extracurricular activities",,,,,,
Female,First-year,Just loans,No,Other,White,Humanities/arts,No,No,Domestic,Somewhat disapprove,Somewhat informed,"Passion for subject, Influence of faculty members",Somewhat agree,Somewhat agree,Never,Once or twice a month,Somewhat disagree,Somewhat disagree,No opinion,"Preparation books, Free resources offered by community or school","Mutual friends, Parties and other social gatherings",,,,,,
Male,First-year,None,No,Heterosexual,White,Humanities/arts,Yes,No,Domestic,No opinion,Somewhat informed,"Passion for subject, Influence of family",Somewhat agree,No opinion,Once a week,Once a week,Strongly agree,Strongly agree,Strongly disagree,"Professional testing tutor (paid), Preparation books","Parties and other social gatherings, Other",,,,,,
Female,First-year,None,No,,Black,Life sciences,Yes,No,Domestic,Somewhat approve,Very informed,"Passion for subject, Chances of employment after graduation, Influence of family",Somewhat disagree,Strongly agree,Once or twice a month,Once or twice a month,Somewhat disagree,Strongly disagree,No opinion,"Professional testing tutor (paid), Preparation books, Free resources offered by community or school","Housing arrangements, Parties and other social gatherings",,,,,,
Female,First-year,"Grants, covering all costs",No,Heterosexual,American Indian/Alaska Native,Humanities/arts,No,Yes,Domestic,Somewhat approve,Very informed,"Passion for subject, Influence of faculty members",Strongly agree,Strongly agree,Once or twice a semester,Once or twice a semester,Somewhat agree,Somewhat disagree,Strongly disagree,No resources,I have not hooked up with anyone at Brown,,,,,,
Female,Senior,None,No,Bisexual,Hispanic,Humanities/arts,No,No,International,Strongly disapprove,Somewhat informed,Passion for subject,Strongly agree,Strongly agree,Never,Once or twice a month,Somewhat agree,Strongly disagree,Strongly disagree,"Professional testing tutor (paid), Testing classes (paid), Preparation books","Classes, Mutual friends, Housing arrangements, Parties and other social gatherings, Extracurricular activities",,,,,,
Female,Sophomore,Grants and loans,No,Heterosexual,"Asian, Hispanic","Humanities/arts, Social sciences (not incl. BEO or econ)",No,Yes,Domestic,Somewhat disapprove,Very informed,"Passion for subject, Influence of faculty members, Influence of peers",Strongly agree,Strongly agree,Never,Once or twice a semester,No opinion,Somewhat disagree,Strongly disagree,"Preparation books, Free resources offered by community or school",Parties and other social gatherings,,,,,,
Female,Junior,None,No,Heterosexual,White,Business (BEO or econ),Yes,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Chances of employment after graduation, Influence of faculty members, Influence of family",Strongly disagree,Somewhat disagree,Once or twice a semester,Once or twice a semester,Strongly agree,Strongly agree,Strongly disagree,"Professional testing tutor (paid), Testing classes (paid), Preparation books, Free resources offered by community or school","Classes, Mutual friends, Housing arrangements, Parties and other social gatherings, Extracurricular activities",,,,,,
Male,Sophomore,"Grants, covering all costs",No,Heterosexual,White,"Physical sciences (incl. math, CS)",No,Yes,International,Strongly approve,Somewhat uninformed,Passion for subject,Strongly agree,No opinion,Never,Once or twice a semester,Strongly agree,Somewhat agree,No opinion,"Testing classes (paid), Preparation books",Mutual friends,,,,,,
Female,Sophomore,None,No,Heterosexual,White,"Physical sciences (incl. math, CS)",Yes,No,Domestic,No opinion,Somewhat informed,"Passion for subject, Chances of employment after graduation, Influence of family",No opinion,Somewhat agree,More than once a week,More than once a week,Somewhat agree,No opinion,Strongly disagree,"Preparation books, Free resources offered by community or school",I have not hooked up with anyone at Brown,,,,,,
Female,Sophomore,"Grants, covering some costs",No,Heterosexual,Other,Life sciences,No,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Influence of faculty members",Strongly agree,No opinion,Once a year,Once a year,Strongly agree,Somewhat agree,Strongly agree,"Student testing tutor (paid), Preparation books",I have not hooked up with anyone at Brown,,,,,,
Male,First-year,"Grants, covering some costs",Yes,Heterosexual,White,Life sciences,No,No,Domestic,Strongly approve,Somewhat informed,"Passion for subject, Chances of employment after graduation",Somewhat agree,Somewhat agree,Once or twice a semester,Once a year,No opinion,No opinion,Strongly disagree,"Professional testing tutor (paid), Preparation books, Free resources offered by community or school","Classes, Mutual friends, Housing arrangements, Parties and other social gatherings",,,,,,
Male,Senior,None,No,Heterosexual,White,"Humanities/arts, Business (BEO or econ)",No,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Chances of employment after graduation",Somewhat agree,Somewhat agree,Once a week,Once a week,Somewhat agree,Somewhat disagree,No opinion,Preparation books,"Classes, Mutual friends, Housing arrangements, Parties and other social gatherings, Extracurricular activities",,,,,,
Male,First-year,"Grants, covering some costs",No,Heterosexual,Asian,Social sciences (not incl. BEO or econ),No,No,Domestic,No opinion,Somewhat uninformed,Passion for subject,Somewhat agree,Somewhat disagree,Once or twice a semester,Never,Strongly agree,Strongly agree,Strongly agree,"Preparation books, Free resources offered by community or school",Mutual friends,,,,,,
Male,Junior,Grants and loans,No,Heterosexual,White,"Physical sciences (incl. math, CS)",Yes,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Chances of employment after graduation, Influence of family",No opinion,Somewhat agree,Once a week,More than once a week,Somewhat agree,Somewhat agree,No opinion,Free resources offered by community or school,I have not hooked up with anyone at Brown,,,,,,
Female,Sophomore,"Grants, covering all costs",No,Heterosexual,White,Humanities/arts,No,No,Domestic,Somewhat approve,Very informed,Passion for subject,No opinion,Strongly agree,Never,Once or twice a semester,Somewhat agree,Strongly agree,No opinion,No resources,Parties and other social gatherings,,,,,,
Female,Sophomore,None,No,Heterosexual,White,"Physical sciences (incl. math, CS)",No,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Chances of employment after graduation",No opinion,Strongly agree,Once a week,Once or twice a month,Somewhat agree,Strongly agree,No opinion,"Preparation books, Free resources offered by community or school","Mutual friends, Parties and other social gatherings",,,,,,
Male,Sophomore,None,No,Heterosexual,Asian,,No,No,Domestic,No opinion,Somewhat informed,"Passion for subject, Chances of employment after graduation, Influence of family",No opinion,Somewhat agree,Once a year,Once or twice a semester,No opinion,No opinion,No opinion,"Professional testing tutor (paid), Testing classes (paid), Preparation books","Dating apps or websites, Parties and other social gatherings",,,,,,
Female,Sophomore,None,No,Heterosexual,White,Humanities/arts,No,No,Domestic,Strongly approve,Somewhat informed,Passion for subject,Somewhat disagree,Strongly agree,Never,Once or twice a semester,Strongly agree,Somewhat agree,Strongly disagree,"Professional testing tutor (paid), Preparation books, Free resources offered by community or school","Mutual friends, Parties and other social gatherings",,,,,,
Female,First-year,None,No,Heterosexual,Asian,"Humanities/arts, Life sciences",No,No,Domestic,Somewhat disapprove,Somewhat informed,Passion for subject,Strongly agree,Strongly agree,Once a year,Once or twice a month,Somewhat agree,Somewhat disagree,Somewhat disagree,"Testing classes (paid), Preparation books, Free resources offered by community or school",I have not hooked up with anyone at Brown,,,,,,
Male,First-year,None,No,Heterosexual,White,Social sciences (not incl. BEO or econ),No,No,Domestic,Somewhat approve,Very informed,Passion for subject,Somewhat disagree,Somewhat agree,Once a year,Once a week,Somewhat agree,Somewhat agree,Strongly disagree,"Professional testing tutor (paid), Preparation books, Free resources offered by community or school","Parties and other social gatherings, Extracurricular activities, Other",,,,,,
Female,Junior,"Grants, covering some costs",No,Heterosexual,Asian,"Physical sciences (incl. math, CS)",No,No,International,Somewhat approve,Somewhat informed,"Passion for subject, Influence of faculty members, Influence of peers",No opinion,Strongly agree,Once a year,Once or twice a month,Somewhat agree,Somewhat agree,No opinion,Preparation books,I have not hooked up with anyone at Brown,,,,,,
Male,Junior,None,Yes,Heterosexual,White,Life sciences,No,No,International,Somewhat approve,Very informed,Passion for subject,No opinion,Strongly agree,Once a week,Never,Somewhat agree,Strongly agree,No opinion,Preparation books,Parties and other social gatherings,,,,,,
Male,Sophomore,None,No,Heterosexual,White,Business (BEO or econ),Yes,No,Domestic,Somewhat approve,Somewhat informed,Chances of employment after graduation,Somewhat agree,Strongly disagree,More than once a week,Once or twice a semester,Somewhat agree,Strongly agree,Strongly disagree,"Professional testing tutor (paid), Testing classes (paid), Preparation books, Free resources offered by community or school","Classes, Mutual friends, Housing arrangements, Parties and other social gatherings, Extracurricular activities",,,,,,
Female,Senior,Grants and loans,No,Heterosexual,"White, American Indian/Alaska Native",Humanities/arts,No,No,Domestic,No opinion,Somewhat informed,"Passion for subject, Influence of peers",Strongly agree,Strongly agree,Never,More than once a week,Strongly agree,Strongly disagree,Somewhat disagree,"Professional testing tutor (paid), Testing classes (paid), Preparation books, Free resources offered by community or school","Classes, Mutual friends, Housing arrangements, Parties and other social gatherings, Extracurricular activities",,,,,,
Male,Sophomore,None,No,Heterosexual,White,Life sciences,No,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Influence of faculty members, Influence of family",Strongly agree,Strongly agree,Never,Once or twice a semester,Somewhat agree,Somewhat disagree,No opinion,Preparation books,I have not hooked up with anyone at Brown,,,,,,
Female,Senior,None,No,Heterosexual,White,Social sciences (not incl. BEO or econ),No,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Chances of employment after graduation",Somewhat agree,Strongly agree,Once or twice a semester,Never,Somewhat agree,Strongly disagree,Somewhat agree,"Professional testing tutor (paid), Preparation books",Mutual friends,,,,,,
Other,Senior,Grants and loans,No,Other,White,Social sciences (not incl. BEO or econ),No,No,Domestic,Somewhat disapprove,Somewhat informed,"Passion for subject, Influence of faculty members",Strongly disagree,Somewhat disagree,Once a week,Never,Somewhat agree,Somewhat disagree,Strongly agree,Preparation books,I have not hooked up with anyone at Brown,,,,,,
Male,Senior,"Grants, covering some costs",No,Heterosexual,White,"Humanities/arts, Social sciences (not incl. BEO or econ)",No,No,Domestic,Somewhat approve,Very informed,Passion for subject,Somewhat agree,No opinion,Once or twice a semester,Once or twice a semester,Strongly agree,Somewhat agree,Somewhat disagree,Free resources offered by community or school,"Classes, Mutual friends, Parties and other social gatherings, Extracurricular activities",,,,,,
Male,Junior,None,No,Heterosexual,Asian,"Physical sciences (incl. math, CS)",No,No,International,Somewhat approve,Somewhat informed,Passion for subject,Strongly agree,Somewhat agree,Never,Never,Somewhat agree,Strongly agree,No opinion,Professional testing tutor (paid),Classes,,,,,,
Male,Sophomore,None,No,Heterosexual,"White, Asian, Hispanic",Humanities/arts,Yes,No,Domestic,Somewhat disapprove,Very informed,"Passion for subject, Influence of faculty members",Strongly agree,Somewhat agree,Once a year,Once or twice a month,Somewhat agree,Somewhat disagree,Somewhat disagree,"Preparation books, Free resources offered by community or school","Mutual friends, Parties and other social gatherings",,,,,,
Male,Sophomore,None,No,Heterosexual,White,Social sciences (not incl. BEO or econ),No,No,Domestic,Somewhat approve,Somewhat informed,Passion for subject,Somewhat agree,Somewhat disagree,Never,More than once a week,No opinion,No opinion,Strongly disagree,"Preparation books, Free resources offered by community or school","Classes, Mutual friends, Parties and other social gatherings",,,,,,
Male,Senior,None,No,Heterosexual,Asian,Social sciences (not incl. BEO or econ),No,No,International,No opinion,Somewhat informed,"Passion for subject, Chances of employment after graduation",Somewhat agree,Somewhat agree,Once or twice a semester,Once or twice a month,Strongly agree,Strongly agree,No opinion,"Testing classes (paid), Preparation books",I have not hooked up with anyone at Brown,,,,,,
Female,First-year,"Grants, covering some costs",Yes,Heterosexual,White,"Physical sciences (incl. math, CS)",Yes,No,Domestic,Somewhat approve,Very informed,"Passion for subject, Chances of employment after graduation",Somewhat agree,Somewhat agree,Once or twice a semester,Once or twice a month,Somewhat agree,Somewhat agree,Strongly disagree,"Preparation books, Free resources offered by community or school",I have not hooked up with anyone at Brown,,,,,,
Male,First-year,None,No,Heterosexual,"White, Hispanic",Business (BEO or econ),No,No,International,Somewhat disapprove,Very informed,Passion for subject,Somewhat disagree,Strongly disagree,Never,Once or twice a semester,Somewhat agree,Strongly agree,Strongly disagree,Preparation books,"Classes, Mutual friends, Housing arrangements, Parties and other social gatherings",,,,,,
Male,First-year,None,No,Heterosexual,Asian,"Physical sciences (incl. math, CS)",No,No,International,No opinion,Somewhat informed,Passion for subject,Somewhat agree,Somewhat disagree,Once or twice a semester,Once a week,Strongly agree,Strongly agree,Somewhat disagree,Student testing tutor (paid),Mutual friends,,,,,,
Female,First-year,None,No,Heterosexual,Asian,"Life sciences, Business (BEO or econ)",No,No,International,Somewhat approve,Somewhat informed,"Passion for subject, Chances of employment after graduation",Somewhat agree,Somewhat agree,Never,Once or twice a month,Somewhat disagree,Strongly agree,No opinion,Free resources offered by community or school,"Housing arrangements, Extracurricular activities",,,,,,
Male,First-year,None,Yes,Heterosexual,Asian,"Physical sciences (incl. math, CS)",No,No,Domestic,No opinion,Somewhat informed,"Passion for subject, Chances of employment after graduation",No opinion,No opinion,More than once a week,Once a week,No opinion,No opinion,No opinion,"Professional testing tutor (paid), Student testing tutor (paid), Testing classes (paid)",Other,,,,,,
Male,Sophomore,"Grants, covering all costs",No,Heterosexual,Other,"Physical sciences (incl. math, CS)",No,Yes,International,No opinion,Somewhat informed,,Strongly agree,Strongly agree,Never,Never,No opinion,Somewhat agree,Strongly disagree,Free resources offered by community or school,Parties and other social gatherings,,,,,,
Male,Senior,None,No,Bisexual,White,"Physical sciences (incl. math, CS)",No,No,Domestic,Somewhat approve,Somewhat informed,"Passion for subject, Influence of faculty members",No opinion,Strongly agree,Once a year,Once or twice a semester,Somewhat agree,No opinion,Strongly agree,Free resources offered by community or school,"Dating apps or websites, Parties and other social gatherings",,,,,,
